data,prezzo_eur_mwh
2025-05-14,39.1612
2025-05-15,38.3801
2025-05-16,37.5324
2025-05-17,37.8798
2025-05-18,37.3634
2025-05-19,38.8655
2025-05-20,38.7615
2025-05-21,40.2388
2025-05-22,40.7631
2025-05-23,39.4975
2025-05-24,38.8968
2025-05-25,38.8124
2025-05-26,40.0486
2025-05-27,40.2186
2025-05-28,40.1922
2025-05-29,39.3882
2025-05-30,38.2525
2025-05-31,36.6512
2025-06-01,34.8622
2025-06-02,34.9191
2025-06-03,37.2469
2025-06-04,38.2565
2025-06-05,39.0660
2025-06-06,39.0652
2025-06-07,38.1782
2025-06-08,37.4751
2025-06-09,38.8171
2025-06-10,38.7470
2025-06-11,38.2481
2025-06-12,38.7085
2025-06-13,39.4396
2025-06-14,39.9382
2025-06-15,39.9055
2025-06-16,41.2097
2025-06-17,42.2870
2025-06-18,42.2742
2025-06-19,42.8298
2025-06-20,43.6723
2025-06-21,42.6663
2025-06-22,42.3000
2025-06-23,44.9299
2025-06-24,44.0935
2025-06-25,39.5564
2025-06-26,39.2983
2025-06-27,37.6575
2025-06-28,36.0120
2025-06-29,34.9039
2025-06-30,37.3720
2025-07-01,37.0955
2025-07-02,37.6156
2025-07-03,38.5001
2025-07-04,37.8285
2025-07-05,37.0704
2025-07-06,36.7948
2025-07-07,36.8739
2025-07-08,36.3092
2025-07-09,36.5942
2025-07-10,36.6448
2025-07-11,36.8488
2025-07-12,35.6725
2025-07-13,36.4069
2025-07-14,39.2723
2025-07-15,39.1957
2025-07-16,38.0049
2025-07-17,37.8266
2025-07-18,37.9186
2025-07-19,37.3163
2025-07-20,36.8199
2025-07-21,38.6527
2025-07-22,37.6634
2025-07-23,37.4144
2025-07-24,37.3819
2025-07-25,36.0818
2025-07-26,34.5752
2025-07-27,33.6467
2025-07-28,34.6060
2025-07-29,34.6044
2025-07-30,36.4317
2025-07-31,37.1755
2025-08-01,38.1420
2025-08-02,36.4181
2025-08-03,34.7949
2025-08-04,35.5231
2025-08-05,35.8812
2025-08-06,35.8675
2025-08-07,36.0907
2025-08-08,35.6791
2025-08-09,35.0651
2025-08-10,33.4056
2025-08-11,34.6246
2025-08-12,35.8757
2025-08-13,35.7213
2025-08-14,35.7094
2025-08-15,34.1645
2025-08-16,34.9402
2025-08-17,33.2376
2025-08-18,34.3019
2025-08-19,34.7056
2025-08-20,34.7489
2025-08-21,35.2414
2025-08-22,36.0211
2025-08-23,36.5178
2025-08-24,36.3767
2025-08-25,37.1965
2025-08-26,37.1345
2025-08-27,37.3457
2025-08-28,37.9743
2025-08-29,37.0220
2025-08-30,35.2471
2025-08-31,34.0746
2025-09-01,34.7585
2025-09-02,34.7498
2025-09-03,35.2162
2025-09-04,35.7970
2025-09-05,36.1163
2025-09-06,35.1665
2025-09-07,35.3679
2025-09-08,37.0604
2025-09-09,37.8139
2025-09-10,37.8916
2025-09-11,37.2873
2025-09-12,34.8210
2025-09-13,33.0518
2025-09-14,33.3397
2025-09-15,34.1687
2025-09-16,33.6018
2025-09-17,34.7955
2025-09-18,35.1307
2025-09-19,35.1385
2025-09-20,34.0707
2025-09-21,33.4667
2025-09-22,35.2678
2025-09-23,34.8419
2025-09-24,34.9721
2025-09-25,33.8067
2025-09-26,34.1296
2025-09-27,33.6259
2025-09-28,33.0998
2025-09-29,33.8791
2025-09-30,33.7262
2025-10-01,32.6641
2025-10-02,31.9830
2025-10-03,31.0850
2025-10-04,30.9491
2025-10-05,30.2801
2025-10-06,31.6798
2025-10-07,32.9684
2025-10-08,34.0337
2025-10-09,34.0399
2025-10-10,32.9280
2025-10-11,31.0655
2025-10-12,30.3856
2025-10-13,32.5914
2025-10-14,33.8854
2025-10-15,34.6205
2025-10-16,34.3249
2025-10-17,33.5353
2025-10-18,32.2059
2025-10-19,32.6185
2025-10-20,35.3627
2025-10-21,35.2515
2025-10-22,35.0938
2025-10-23,34.0675
2025-10-24,33.1592
2025-10-25,32.1161
2025-10-26,30.3872
2025-10-27,32.6065
2025-10-28,32.3667
2025-10-29,34.1481
2025-10-30,34.7130
2025-10-31,34.1276
2025-11-01,30.3950
2025-11-02,30.8126
2025-11-03,31.1538
2025-11-04,31.6485
2025-11-05,32.7382
2025-11-06,32.5448
2025-11-07,32.3219
2025-11-08,32.2813
2025-11-09,32.3386
2025-11-10,32.5027
2025-11-11,31.9013
2025-11-12,31.9201
2025-11-13,32.1234
2025-11-14,31.4163
2025-11-15,31.7240
2025-11-16,31.7989
2025-11-17,32.4516
2025-11-18,32.9010
2025-11-19,33.6672
2025-11-20,33.4141
2025-11-21,34.9180
2025-11-22,34.1484
2025-11-23,31.9796
2025-11-24,33.0463
2025-11-25,33.0181
2025-11-26,34.0120
2025-11-27,34.6391
2025-11-28,34.1242
2025-11-29,33.3074
2025-11-30,31.9267
2025-12-01,33.8145
2025-12-02,33.4563
2025-12-03,33.2283
2025-12-04,32.9272
2025-12-05,31.9689
2025-12-06,29.8734
2025-12-07,29.1179
2025-12-08,29.7698
2025-12-09,30.9324
2025-12-10,31.2716
2025-12-11,30.7450
2025-12-12,30.9621
2025-12-13,29.7750
2025-12-14,29.8687
2025-12-15,32.5293
2025-12-16,31.5729
2025-12-17,30.7480
2025-12-18,30.7855
2025-12-19,30.4177
2025-12-20,29.9693
2025-12-21,30.0127
2025-12-22,30.5329
2025-12-23,29.9994
2025-12-24,29.7891
2025-12-25,29.3406
2025-12-26,29.2081
2025-12-27,30.2531
2025-12-28,29.6903
2025-12-29,30.3293
2025-12-30,31.2022
2025-12-31,30.5370
2026-01-01,29.6499
2026-01-02,29.3657
2026-01-03,29.6650
2026-01-04,31.0139
2026-01-05,32.7461
2026-01-06,31.4886
2026-01-07,34.7163
2026-01-08,36.8584
2026-01-09,36.0211
2026-01-10,33.0149
2026-01-11,31.9457
2026-01-12,35.3016
2026-01-13,36.8529
2026-01-14,37.1510
2026-01-15,35.8872
2026-01-16,36.2199
2026-01-17,39.7082
2026-01-18,39.1166
2026-01-19,43.6776
2026-01-20,42.5038
2026-01-21,43.4580
2026-01-22,44.3026
2026-01-23,44.8014
2026-01-24,41.6501
2026-01-25,41.9290
2026-01-26,45.0752
2026-01-27,45.6411
2026-01-28,43.1165
2026-01-29,40.4832
2026-01-30,41.6570
2026-01-31,40.3623
2026-02-01,40.5629
2026-02-02,44.6394
2026-02-03,40.7027
2026-02-04,40.6480
2026-02-05,40.1841
2026-02-06,37.0729
2026-02-07,34.6866
2026-02-08,35.6018
2026-02-09,38.3198
2026-02-10,35.9394
2026-02-11,33.9920
2026-02-12,33.1580
2026-02-13,33.1305
2026-02-14,32.7418
2026-02-15,33.0205
2026-02-16,37.5235
2026-02-17,33.7163
2026-02-18,34.0011
2026-02-19,33.6529
2026-02-20,34.0345
2026-02-21,32.6225
2026-02-22,31.8721
2026-02-23,31.0438
2026-02-24,32.6495
2026-02-25,32.3575
2026-02-26,31.9953
2026-02-27,31.9574
2026-02-28,32.3477
2026-03-01,35.4140
2026-03-02,39.7393
2026-03-03,43.5704
2026-03-04,55.2025
2026-03-05,48.4088
2026-03-06,49.1146
2026-03-07,50.4767
2026-03-08,51.6862
2026-03-09,56.8815
2026-03-10,59.0699
2026-03-11,47.8638
2026-03-12,49.7734
2026-03-13,50.8794
2026-03-14,50.3430
2026-03-15,52.5085
2026-03-16,52.7116
2026-03-17,51.9426
2026-03-18,53.3816
2026-03-19,54.9645
2026-03-20,62.9876
2026-03-21,60.6056
2026-03-22,59.6366
2026-03-23,61.0069
2026-03-24,58.0452
2026-03-25,54.7536
2026-03-26,54.3226
2026-03-27,57.8044
2026-03-28,56.4846
2026-03-29,53.8237
2026-03-30,54.6206
2026-03-31,57.2406
2026-04-01,58.0617
2026-04-02,53.6588
2026-04-03,53.3592
2026-04-04,49.3030
2026-04-05,48.0886
2026-04-06,48.2515
2026-04-07,50.4975
2026-04-08,51.7347
2026-04-09,46.3847
2026-04-10,46.2831
2026-04-11,44.0305
2026-04-12,44.4319
2026-04-13,52.3284
2026-04-14,51.6108
2026-04-15,46.9975
2026-04-16,43.4589
2026-04-17,42.9280
2026-04-18,40.2939
2026-04-19,39.4374
2026-04-20,41.4647
2026-04-21,41.8388
2026-04-22,43.8805
2026-04-23,44.3521
2026-04-24,44.4677
2026-04-25,44.7753
2026-04-26,45.6835
2026-04-27,45.9272
2026-04-28,44.9167
2026-04-29,44.6816
2026-04-30,46.3727
2026-05-01,45.6771
2026-05-02,45.0152
2026-05-03,43.2058
2026-05-04,45.5091
2026-05-05,47.3957
2026-05-06,48.7866
2026-05-07,44.5043
2026-05-08,43.4671
2026-05-09,43.1932
2026-05-10,42.5257
2026-05-11,44.7184
2026-05-12,45.9788
2026-05-13,47.7193
2026-05-14,47.5471
2026-05-15,48.5446
2026-05-16,49.8588
2026-05-17,49.8216
2026-05-18,50.8906
2026-05-19,51.3546
2026-05-20,52.6635
2026-05-21,50.5666
2026-05-22,49.4115
2026-05-23,46.9136
2026-05-24,47.9357
2026-05-25,47.6774
2026-05-26,46.8401
2026-05-27,47.5015
2026-05-28,46.6592
2026-05-29,47.3491
2026-05-30,47.0955
2026-05-31,46.4439
2026-06-01,48.0210
2026-06-02,49.2241
2026-06-03,50.3204
2026-06-04,51.6965
2026-06-05,51.1393
2026-06-06,50.4333
2026-06-07,50.4839
2026-06-08,51.3236
2026-06-09,52.2809
2026-06-10,51.3571
2026-06-11,51.9385
2026-06-12,50.4892
2026-06-13,48.0920
2026-06-14,45.3006
2026-06-15,44.8342
2026-06-16,45.3103
2026-06-17,44.6501
2026-06-18,44.4717
2026-06-19,43.7646
2026-06-20,44.0748
2026-06-21,44.6554
2026-06-22,46.5841
2026-06-23,45.3994
